image,kind,structure,concentration
8a72c26e-7ea4-49f1-a996-37bed1bd5d76,MCF-7,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,1.0
8a7ad963-85d8-476e-bd2c-2ea64fd6ea52,MCF-7,CC(C)C\\C=C\\C(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CC(O)[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=O)NC3=O)O[C@H]1O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(=O)C,0.15
8a7c53bf-71b9-4612-bade-4973e008b37e,MCF-7,CS(=O)C,0.0
8a8e6ef9-ee58-4728-b959-8297b96ab5da,MCF-7,CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0.03
8a8f3afe-09b2-4e92-8e19-99b1db16affd,MCF-7,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,1.5
8ab1b5fa-3d3a-4b2b-84c0-00bd1a30568f,MCF-7,CN[C@H]1C[C@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,0.001
8ab2e631-cd9c-42d8-a5bf-a5a28e7d3709,MCF-7,CC(C)C[C@H](NC(=O)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C=O,20.0
8ab96c8a-67b8-44d0-9add-9f7bcc740df1,MCF-7,CS(=O)C,0.0
8abb3dc9-9994-4167-86f5-5edcca930808,MCF-7,C[C@H]1C[C@@H](C)\\C=C(/C)\\C[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3ccccc23)C(=O)N[C@H](CC(=O)O1)c4ccc(O)cc4,0.003
8abdf3e8-fff4-4581-8e1f-a0d2aef3bc59,MCF-7,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,1.0
8acb6bc4-6a0f-4745-99dc-fc68890285cb,MCF-7,NC1=NC(=O)c2ncn(COCCO)c2N1,1.5
8ace7dcf-79d5-499e-91b6-14383adaf461,MCF-7,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C)C=O,15.0
8ad1d016-2152-4d9f-8057-38744768b33d,MCF-7,CS(=O)C,0.0
8adb3e5a-0bdc-4ece-ba2e-1b15897c7b11,MCF-7,CN1N=Nc2c(ncn2C1=O)C(=O)N,0.6
8b200f68-6483-4635-a7b8-663df07f36a9,MCF-7,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,10.0
8b251178-7c30-4ba5-b5cc-4db1dfddcf09,MCF-7,OCC1OC(CC1O)N2C=C(F)C(=O)NC2=O,0.1
8b2a8ec0-568d-47b8-8d1d-ebb3e8e4e61c,MCF-7,Nc1ccc(cc1N)c2ccc(N)c(N)c2,0.01
8b2be5f7-e209-47b4-b192-e5735c8eb3d0,MCF-7,CS(=O)C,0.0
8b4220a1-ee21-4707-a9b1-a8684da3784e,MCF-7,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,0.3
8b4269ea-1e7c-421e-a85d-58a8fd4f7c23,MCF-7,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,10.0
8b510f31-972a-40b2-8ddf-973a6e030004,MCF-7,CCCCC(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C=O,1.0
8b5f80c3-4da2-4c2d-b851-c2d05df27063,MCF-7,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1,0.03
8b629bd0-cacd-434e-9784-f58c6ff49840,MCF-7,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,0.015
8b712416-8e00-4ba6-a446-3083521e89cf,MCF-7,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,0.01
8b9db24d-e676-490f-93e3-181ca95e6947,MCF-7,O=C1c2ccccc2c3n[nH]c4cccc1c34,1.5
8bc2f822-75fb-451f-96fd-ac214d60f805,MCF-7,CS(=O)C,0.0
8bcd0507-8fc5-4b69-8093-9258640701c6,MCF-7,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1,3.0
8bce0dbc-c191-4887-99a0-70cf8fee2627,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8bd537ee-f48a-4ce2-933d-8f8b1bcfb9c9,MCF-7,CS(=O)C,0.0
8bec8bd6-4af1-4865-ba72-aaa6e7a907fe,MCF-7,CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O,30.0
8bfc216e-baf7-4c76-9974-18673f31d2f7,MCF-7,CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@H](O)\\C(=C\\C=C\\C=C\\C=C\\C=C\\[C@H](O)[C@@H](C)OC1=O)\\C,0.03
8c0a4ae7-a5ef-42fc-8663-ca75a0cb5293,MCF-7,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)C)n2,0.03
8c2411f2-3c2f-4b22-8bce-63287d2079f0,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8c28d1bb-1dfe-49ec-a6ec-4c53c0a29892,MCF-7,CCCCC1C(=Nc2nccnc12)c3ccc(O)cc3,3.0
8c481a87-47f2-4f79-9f6c-efa664774f98,MCF-7,CCC\\C=C\\C=C\\C(=O)O[C@H]1\\C(=C\\C(=O)OC)\\C[C@H]2C[C@@H](OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(=O)C)C(C)(C)[C@](O)(C[C@@H]4C\\C(=C\\C(=O)OC)\\C[C@@H](O4)\\C=C\\C(C)(C)[C@]1(O)O2)O3)[C@@H](C)O,3.0
8c540e09-e30f-46fe-8046-d9caaf4995b3,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8c768cb5-eaa2-4bdc-acf4-f0b727d27bb4,MCF-7,CS(=O)C,0.0
8c7f23df-0e76-4fa0-b1cc-9391465fd48d,MCF-7,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,3.0
8c833327-960a-49d7-800f-350552383c47,MCF-7,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,0.3
8c924ac8-d628-43c0-8ace-c743bb6e7b52,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8c93ae50-4129-4bc5-8c1d-42a7354f41f9,MCF-7,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,15.0
8c9d67c8-eed9-4f1f-a2dc-21e5eebe073a,MCF-7,NC1=NC(=O)c2ncn(COCCO)c2N1,5.0
8cc33036-1f34-4332-8c85-435b43baeece,MCF-7,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,3.0
8ccc329e-b14d-4ac4-8a40-8b52c8e9498e,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8ccd03a3-a4f4-484d-bcc8-6476aacc7a5a,MCF-7,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,0.3
8cd0042d-24f4-4667-b307-68f7f8a28c06,MCF-7,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc2ccccc2)NOC(=O)c3ccccc3,10.0
8ce145f6-4e7c-45a1-a53a-3693e870fcc4,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8ce29fcf-63f4-4faa-8205-c35d02b37167,MCF-7,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O,10.0
8cfd7ce4-1933-43fc-8b5c-c5083be40212,MCF-7,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.03
8cfffd2d-ef7d-4baa-acb6-77ef61da3dca,MCF-7,[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,0.03
8d1626d5-34f5-4c2c-9de7-0d37654f9d03,MCF-7,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,0.01
8d2bdb68-4de6-45cf-a3a7-cc8c46b380e1,MCF-7,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,0.5
8d33748b-f7fe-4d41-b799-cecdd16429f9,MCF-7,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O,0.03
8d39464d-d4bb-407d-8df4-4c8546817605,MCF-7,CCCC(=O)O,2.5
8d4497dc-5a24-421e-91bd-7a377448305d,MCF-7,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,0.1
8d49494d-2ae3-41b2-be3d-e4f5d4750a2d,MCF-7,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,1.5
8d5c9fc7-307a-4347-b928-8efa8aeeef62,MCF-7,CS(=O)C,0.0
8d6405f6-623d-4cbd-bf46-245307fa08e0,MCF-7,[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,1.0
8d65c169-b78b-4520-8bb4-9293edf8dc46,MCF-7,CCOC(=O)c1cnc2oc3ccc(O)cc3c2c1c4ccccc4,0.003
8d7e444a-c950-4164-8294-eaa9b1c7bd58,MCF-7,CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0.1
8d9cb306-5820-4a00-9685-eee58a9c5679,MCF-7,CS(=O)C,0.0
8da4cfd7-5781-4abc-a51a-496104cec5fd,MCF-7,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,0.2
8daf316f-041c-4045-a684-de7204a4ce4a,MCF-7,Nc1ccc(cc1N)c2ccc(N)c(N)c2,10.0
8dc1a93a-1f8c-47df-827d-b7f4d2c66356,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8dcd4fcb-d6a9-4ebe-8e2a-af8c613d84de,MCF-7,C[C@H]1CCC\\C=C\\C2C[C@H](O)C[C@H]2[C@H](O)\\C=C\\C(=O)O1,1.0
8df5baf9-fd16-4940-b717-b2e1ddf0901f,MCF-7,N[Pt](N)(Cl)Cl,0.01
8dfac4c1-9e2c-4f04-bfc0-e6850fbf6507,MCF-7,CON,0.5
8e014dcf-ed50-4020-8800-b5149920d5c5,MCF-7,C[C@@H](C[C@H](O)[C@H]1O[C@@H]2CC[C@@]3(CC[C@@H](O3)\\C=C\\[C@@H](C)[C@@H]4CC(=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)C)O[C@H]2[C@H](O)C1=C)[C@H]6O[C@@]7(CCCCO7)CC[C@H]6C,0.02
8e0c5b40-d4e1-462c-ab8f-06cce0aa3fed,MCF-7,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,3.0
8e0e6d2c-4b94-4d62-9370-df54e051af9f,MCF-7,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,2.0
8e20687a-8fb2-4fad-9c0d-df3c6f7b5386,MCF-7,ONc1c([nH]c2ccccc12)C3=C4C=CC=CC4=NC3=O,0.1
8e2583b5-32a3-44e7-8977-1fbb2a1aee8d,MCF-7,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,3.0
8e465e2f-3308-417a-98cd-75902aeeebc9,MCF-7,CS(=O)C,0.0
8e4e8265-fe72-4867-a05a-33980b030c02,MCF-7,CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO,10.0
8e51fa8e-a943-4d27-975e-d155f4fb0951,MCF-7,CS(=O)C,0.0
8e548314-f65c-4e80-a1a4-460f5e2e6a87,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8e568b8f-f34b-48b3-a0da-f9755f0508d5,MCF-7,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.0
8e6db5d8-21b3-41d6-88a0-1fdafdedd624,MCF-7,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,1.0
8e712ff9-492e-424a-9435-ed2c4ba3f032,MCF-7,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O,3.0
8e7c7a61-53b0-4742-b130-f7a99344e7a8,MCF-7,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O,0.3
8e803892-7921-492e-ab83-822201ceec0f,MCF-7,CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2,0.1
8e84a123-3ac8-448b-9a03-5c29597dc52b,MCF-7,CCCCC1C(=Nc2nccnc12)c3ccc(O)cc3,1.0
8e8d8d51-66d8-489e-bbd8-cec16e785e66,MCF-7,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)C)n2,3.0
8e94fad2-51db-411a-a358-2f12a9e6582c,MCF-7,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC4NCCc5cc(OC)c(OC)cc45,3.0
8e9c06f4-f58d-43df-b384-eda3b35d5f70,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8e9de779-d06e-4bf9-b34e-4090ba8b2cb5,MCF-7,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(=O)C)cc1,1.0
8ea023c9-8c7b-45b1-a5da-77aab7a255a7,MCF-7,CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@H](O)\\C(=C\\C=C\\C=C\\C=C\\C=C\\[C@H](O)[C@@H](C)OC1=O)\\C,3.0
8eaed363-a9a5-4b4b-ace4-9674a91f3c93,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8ebc3c44-e737-45f4-9a62-768f9014eb79,MCF-7,[O-][N+](=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0.1
8ec171cb-f7c4-4891-bb8d-4f0a8f15b93e,MCF-7,CS(=O)C,0.0
8ec19346-399c-4d43-bad0-1c4c86522088,MCF-7,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,20.0
8ec277c8-26d0-42ea-a34b-ff7fb7efa930,MCF-7,CC(C)[C@H](O)C1(NC(=O)[C@H](C)[C@@H]1O)C(=O)SC[C@H](NC(=O)C)C(=O)O,0.01
8ecfaece-dc83-45da-9b17-9f63277b83f7,MCF-7,O=C1c2ccccc2c3n[nH]c4cccc1c34,0.015
8edf92e2-7ac3-4358-8f0b-0f4d4b527b58,MCF-7,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,3.0
8eeab56b-d8e9-4ff0-b726-df4478ce845f,MCF-7,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,1.0
8eec895c-57dc-457a-a871-553917b1ca3c,MCF-7,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0.006
8ef124ff-84d7-4737-98f7-7ccb2b734635,MCF-7,CCCC(CCC)C(=O)O,5.0
8f4f794a-cb31-4179-855d-f81e7c92ac4b,MCF-7,CS(=O)C,0.0
8f5b621e-f287-4fb8-8299-9703a056ef8c,MCF-7,CS(=O)C,0.0
8f6f22d5-b788-4738-a7cc-140ce713e2a3,MCF-7,COc1cccc(C2=CC(=O)c3ccccc3O2)c1N,0.03
8f80b42d-2a31-452e-968e-9eaaf9b61092,MCF-7,CS(=O)C,0.0
8f93cf5e-a4bd-495f-bdf0-ed457416e3f6,MCF-7,CS(=O)C,0.0
8f98353e-695e-465a-be76-fa162e003c27,MCF-7,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)C)n2,0.1
8f9a8051-0fbb-4ae3-8bd9-7ccd9ada36e4,MCF-7,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(C)C(=O)NC(CC(C)(O)O)C(=O)CF,0.15
8f9f5201-ba2b-4821-b7a1-da5246938dbf,MCF-7,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,0.01
8fa9bdb0-eda7-44fc-aef5-085257e66967,MCF-7,CCOC(=O)c1cnc2oc3ccc(O)cc3c2c1c4ccccc4,0.003
8fb03713-dc91-4bb6-9062-dab6aa32ed72,MCF-7,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1,0.3
8fc1070c-be1c-4c41-abe8-afba686ba230,MCF-7,FC1=CNC(=O)NC1=O,0.1
8fc33fa2-dba8-44f4-a185-1c0f07858713,MCF-7,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,0.15
8fcc446a-6848-45d4-8c6b-e9cc0195d937,MCF-7,CC(C=C(C)C=CC(=O)NO)C(=O)c1ccc(cc1)N(C)C,0.1
8fd56b61-0c07-4b62-ae4e-51f6b3a01c13,MCF-7,NC1=NC(=O)c2ncn(COCCO)c2N1,0.15
8fd6a778-7526-463d-a653-2c9d523c61eb,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8fd8d1a0-fb81-4732-a96a-9b6d77432416,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
8fde0529-18f6-41d8-8ca4-464f711c4870,MCF-7,C[C@@H](C[C@H](O)[C@H]1O[C@@H]2CC[C@@]3(CC[C@@H](O3)\\C=C\\[C@@H](C)[C@@H]4CC(=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)C)O[C@H]2[C@H](O)C1=C)[C@H]6O[C@@]7(CCCCO7)CC[C@H]6C,0.0002
8ff79916-2d49-4188-b11d-6c1ab3d1019b,MCF-7,NC1=NC(=O)c2ncn(COCCO)c2N1,5.0
8ff972bf-6bcd-4f5d-9a25-bf0a5fb92eab,MCF-7,CS(=O)C,0.0
901a079b-5fbf-45db-92b8-2fafa6da7ba0,MCF-7,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,0.01
9020a334-f333-4215-a532-c6a08b6c7c86,MCF-7,CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2,0.03
903456eb-01a0-4cef-ba4a-45653b18ec98,MCF-7,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,10.0
90363e37-aefe-40c6-8a96-e79c3c2ae3de,MCF-7,N\\C(=C(\\C#N)/C(=C(\\N)/Sc1ccccc1N)/C#N)\\Sc2ccccc2N,0.3
90392b3c-5f8e-4b6e-8a22-b147722a6e58,MCF-7,COc1cc(OC[C@H]2CCCN2)c3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)ncnc3c1,30.0
903e0bea-56e2-4534-bb24-3714904679e3,MCF-7,CCCCC1C(=Nc2nccnc12)c3ccc(O)cc3,1.0
9045afad-c003-428d-8242-cb315f964d9a,MCF-7,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,0.015
904d5154-c514-48d2-a133-89830ea2ab73,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
905e8c4d-c782-4244-aabd-aa1b0bd37c29,MCF-7,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,0.5
9079e7e4-a147-46d0-8e6a-e7378d04fd39,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
907aa2cd-be69-43f5-bb50-864402678e29,MCF-7,CS(=O)C,0.0
90833f36-4fc6-4bc5-aae9-d05bc0a0ec8f,MCF-7,C[C@H]1CCC\\C=C\\C2C[C@H](O)C[C@H]2[C@H](O)\\C=C\\C(=O)O1,0.1
908f0f42-831f-4a64-97e1-ba831f13d487,MCF-7,CC(C)[C@H](O)C1(NC(=O)[C@H](C)[C@@H]1O)C(=O)SC[C@H](NC(=O)C)C(=O)O,0.003
90907039-9d10-458f-856b-2087246e3b44,MCF-7,CS(=O)C,0.0
9091fe10-ff3b-497c-8aeb-40a8da0abaf1,MCF-7,CC[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4,0.01
909b7dbc-6f62-428a-b691-4e49b1c20440,MCF-7,CN1N=Nc2c(ncn2C1=O)C(=O)N,6.0
90a600a0-8895-439a-9d52-250cee570842,MCF-7,CS(=O)C,0.0
90a88aa9-bc97-4e83-8613-4a627238e6c9,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
90ace3d5-461b-44f3-bb58-26a0dadff1f8,MCF-7,NC(=O)NO,1000.0
90b7a362-75e1-4776-888d-39e78d6fedcb,MCF-7,C[C@H]1CC[C@@H]2C[C@H](C[C@@](O)(O2)[C@@H]3CSC(=O)N3)OC(=O)\\C=C(\\C)/CC\\C=C/1,30.0
90c6f21c-8c63-4857-90e8-76ba6c99f4e6,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
90e36238-3de8-4ce6-b40d-2f16c7603fbc,MCF-7,CCCC(=O)O,0.083
90e99bb6-8e81-48c3-86d1-f943deafa1c5,MCF-7,CC(C=C(C)C=CC(=O)NO)C(=O)c1ccc(cc1)N(C)C,1.0
90ef576b-1344-4e4f-844a-1483fffcc29b,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
